StartTime,StopTime,Duration,ActivityLabel,ActivityType
778.929,780.157,1.228,FaceDown,Head Movement
780.157,782.494,2.337,TurnR,Head Movement
782.497,790.147,7.65,TurnL,Head Movement
785.403,790.354,4.951,ListenL,AuralOral Communication
790.164,790.817,0.653,TurnR,Head Movement
790.354,791.239,0.885,ListenR,AuralOral Communication
790.821,792.921,2.1,FaceForward,Head Movement
791.239,811.505,20.266,TalkR,AuralOral Communication
792.921,793.319,0.398,TurnR,Head Movement
794.387,796.709,2.322,FaceDown,Head Movement
796.709,797.406,0.697,FaceForward,Head Movement
797.406,797.966,0.56,TurnR,Head Movement
798.003,798.761,0.758,Shake,Head Movement
798.761,804.523,5.7620000000000005,FaceForward,Head Movement
804.523,805.643,1.12,Shake,Head Movement
807.825,818.344,10.519,FaceForward,Head Movement
811.505,818.717,7.212,ListenR,AuralOral Communication
818.351,820.193,1.842,Nod,Head Movement
818.717,823.895,5.178,TalkR,AuralOral Communication
820.219,822.008,1.789,FaceForward,Head Movement
822.019,823.336,1.317,Nod,Head Movement
823.34,823.9,0.56,TurnL,Head Movement
823.892,915.632,91.74,,Others
915.632,1065.641,150.009,FaceForward,Head Movement
927.912,932.133,4.221,FaceForward,Others
929.505,1060.797,131.292,ListenV,AuralOral Communication
1065.641,1066.207,0.566,TurnR,Head Movement
1066.207,1066.837,0.63,TurnL,Head Movement
1066.376,1071.184,4.808,,Others
1071.175,1110.251,39.076,FaceDown,Head Movement
1072.708,1109.999,37.291,Note,Others
1109.999,1111.439,1.44,Fidget,Others
1110.251,1116.14,5.889,FaceForward,Head Movement
1116.14,1116.763,0.623,TurnL,Head Movement
1116.763,1118.054,1.291,FaceForward,Head Movement
1117.784,1122.56,4.776,ListenL,AuralOral Communication
1118.054,1122.673,4.619,TurnL,Head Movement
1122.714,1124.194,1.48,Shake,Head Movement
1123.355,1124.435,1.08,TalkU,AuralOral Communication
1124.194,1125.289,1.095,TurnL,Head Movement
1124.435,1124.831,0.396,ListenL,AuralOral Communication
1124.831,1130.691,5.86,TalkL,AuralOral Communication
1125.313,1126.523,1.21,Shake,Head Movement
1128.2,1129.307,1.107,FaceForward,Head Movement
1129.319,1130.166,0.847,Shake,Head Movement
1130.698,1136.648,5.95,ListenR,AuralOral Communication
1131.349,1132.436,1.087,TurnR,Head Movement
1132.446,1133.506,1.06,FaceForward,Head Movement
1133.506,1133.811,0.305,FaceDown,Head Movement
1133.811,1135.284,1.473,TurnR,Head Movement
1134.001,1136.028,2.027,Fidget,Others
1135.297,1135.975,0.678,TurnL,Head Movement
1135.975,1136.735,0.76,FaceDown,Head Movement
1136.648,1146.999,10.351,TalkL,AuralOral Communication
1136.735,1138.123,1.388,FaceForward,Head Movement
1138.148,1139.436,1.288,TurnL,Head Movement
1139.46,1140.355,0.895,FaceForward,Head Movement
1140.433,1142.815,2.382,TurnL,Head Movement
1142.815,1144.3,1.485,FaceForward,Head Movement
1144.31,1147.257,2.947,TurnL,Head Movement
1146.999,1155.778,8.779,ListenL,AuralOral Communication
1147.303,1147.532,0.229,FaceForward,Head Movement
1147.532,1157.326,9.794,TurnL,Head Movement
1155.778,1164.995,9.217,TalkL,AuralOral Communication
1157.367,1158.367,1.0,FaceDown,Head Movement
1158.367,1162.589,4.222,TurnL,Head Movement
1162.619,1163.2,0.581,FaceForward,Head Movement
1163.2,1164.978,1.778,TurnL,Head Movement
1164.612,1171.046,6.434,Fidget,Others
1164.995,1167.01,2.015,ListenU,AuralOral Communication
1165.011,1166.966,1.955,FaceDown,Head Movement
1166.966,1167.456,0.49,TurnR,Head Movement
1167.01,1170.747,3.737,ListenR,AuralOral Communication
1167.467,1170.81,3.343,FaceForward,Head Movement
1170.747,1182.012,11.265,ListenL,AuralOral Communication
1170.825,1176.978,6.153,TurnL,Head Movement
1176.987,1177.984,0.997,Nod ,Head Movement
1177.985,1181.996,4.011,FaceForward,Head Movement
1181.996,1183.349,1.353,Nod,Head Movement
1182.023,1184.211,2.188,,Others
1183.349,1183.947,0.598,TurnL,Head Movement
1184.089,1184.728,0.639,FaceForward,Head Movement
1184.218,1184.953,0.735,ListenR ,AuralOral Communication
1184.736,1185.552,0.816,TurnL,Head Movement
1184.953,1206.355,21.402,ListenL,AuralOral Communication
1185.552,1186.301,0.749,FaceForward,Head Movement
1186.309,1188.642,2.333,TurnL,Head Movement
1188.668,1190.263,1.595,FaceForward,Head Movement
1190.271,1192.184,1.913,TurnL,Head Movement
1192.149,1193.97,1.821,Fidget,Others
1192.184,1192.987,0.803,FaceDown,Head Movement
1192.987,1195.284,2.297,TurnL,Head Movement
1195.405,1198.42,3.015,Fidget,Others
1195.41,1197.924,2.514,FaceDown,Head Movement
1197.924,1198.889,0.965,TurnL,Head Movement
1198.907,1200.715,1.808,Nod,Head Movement
1204.999,1208.368,3.369,FaceForward,Head Movement
1206.367,1222.037,15.67,TalkU,AuralOral Communication
1208.368,1209.678,1.31,TurnL,Head Movement
1209.681,1211.142,1.461,FaceDown,Head Movement
1211.142,1212.357,1.215,TurnL,Head Movement
1212.357,1214.002,1.645,Shake,Head Movement
1214.002,1214.823,0.821,TurnR,Head Movement
1214.832,1216.189,1.357,TurnL,Head Movement
1216.239,1217.757,1.518,FaceForward,Head Movement
1217.757,1218.338,0.581,TurnL,Head Movement
1218.367,1219.342,0.975,Shake,Head Movement
1219.342,1219.627,0.285,FaceForward,Head Movement
1219.627,1221.305,1.678,TurnL,Head Movement
1221.401,1222.188,0.787,FaceForward,Head Movement
1222.054,1244.615,22.561,ListenL,AuralOral Communication
1222.2,1229.105,6.905,TurnL,Head Movement
1229.105,1230.184,1.079,Nod,Head Movement
1230.192,1231.419,1.227,FaceDown,Head Movement
1231.429,1233.863,2.434,FaceForward,Head Movement
1233.863,1236.152,2.289,TurnL,Head Movement
1236.168,1238.805,2.637,FaceForward,Head Movement
1238.821,1243.673,4.852,TurnL,Head Movement
1243.673,1244.721,1.048,FaceForward,Head Movement
1244.615,1283.224,38.609,TalkU,AuralOral Communication
1244.723,1245.852,1.129,FaceForward,Head Movement
1245.852,1246.393,0.541,TurnL,Head Movement
1246.413,1246.707,0.294,TurnR,Head Movement
1246.707,1247.648,0.941,FaceForward,Head Movement
1247.648,1248.501,0.853,Shake,Head Movement
1248.518,1250.115,1.597,TurnL,Head Movement
1250.12,1250.632,0.512,TurnR,Head Movement
1250.635,1253.598,2.963,FaceForward,Head Movement
1253.602,1254.706,1.104,Shake,Head Movement
1254.724,1258.669,3.945,FaceForward,Head Movement
1258.669,1262.807,4.138,FaceDown,Head Movement
1262.807,1265.684,2.877,TurnR,Head Movement
1265.697,1266.004,0.307,TurnL,Head Movement
1266.028,1267.246,1.218,FaceDown,Head Movement
1267.258,1267.787,0.529,FaceForward,Head Movement
1267.787,1268.343,0.556,FaceDown,Head Movement
1268.343,1269.568,1.225,TurnL,Head Movement
1269.568,1270.602,1.034,Shake,Head Movement
1270.618,1273.346,2.728,TurnL,Head Movement
1273.346,1275.273,1.927,TurnR,Head Movement
1275.273,1279.347,4.074,TurnL,Head Movement
1279.359,1279.757,0.398,FaceDown,Head Movement
1279.757,1280.131,0.374,TurnR,Head Movement
1280.131,1280.994,0.863,FaceDown,Head Movement
1281.011,1282.0,0.989,TurnR,Head Movement
1282.007,1285.768,3.761,TurnL,Head Movement
1283.224,1286.313,3.089,ListenL,AuralOral Communication
1285.769,1288.004,2.235,Nod,Head Movement
1286.313,1286.97,0.657,TalkL,AuralOral Communication
1286.973,1288.715,1.742,ListenL,AuralOral Communication
1288.025,1289.209,1.184,TurnL,Head Movement
1288.719,1293.711,4.992,TalkL,AuralOral Communication
1289.225,1289.824,0.599,FaceForward,Head Movement
1289.824,1291.625,1.8010000000000002,TurnL,Head Movement
1291.764,1292.271,0.507,FaceDown,Head Movement
1292.271,1293.75,1.479,TurnL,Head Movement
1293.761,1295.544,1.783,Nod,Head Movement
1294.896,1301.06,6.164,TalkL,AuralOral Communication
1295.572,1298.389,2.817,FaceForward,Head Movement
1298.389,1303.073,4.684,TurnL,Head Movement
1303.079,1304.401,1.322,TurnR,Head Movement
1304.419,1304.874,0.455,FaceForward,Head Movement
1304.874,1307.713,2.839,TurnL,Head Movement
1305.046,1307.803,2.757,ListenL,AuralOral Communication
1307.748,1308.071,0.323,FaceDown,Head Movement
1307.82,1354.811,46.991,TalkU,AuralOral Communication
1308.071,1308.452,0.381,TurnL,Head Movement
1308.467,1310.2,1.733,FaceForward,Head Movement
1310.2,1310.732,0.532,TurnR,Head Movement
1310.769,1311.389,0.62,FaceForward,Head Movement
1311.389,1312.963,1.5739999999999998,TurnL,Head Movement
1312.978,1314.727,1.749,TurnR,Head Movement
1314.736,1315.347,0.611,FaceForward,Head Movement
1315.347,1317.691,2.344,TurnL,Head Movement
1317.74,1318.76,1.02,FaceForward,Head Movement
1318.76,1321.096,2.336,FaceDown,Head Movement
1321.271,1328.889,7.618,TurnL,Head Movement
1328.911,1329.263,0.352,TurnR,Head Movement
1329.263,1330.892,1.629,Nod,Head Movement
1330.903,1333.727,2.824,TurnL,Head Movement
1333.732,1334.669,0.937,FaceDown,Head Movement
1334.681,1336.786,2.105,TurnR,Head Movement
1336.941,1337.912,0.971,FaceForward,Head Movement
1337.934,1338.661,0.727,TurnL,Head Movement
1338.713,1341.422,2.709,FaceDown,Head Movement
1341.424,1346.297,4.873,FaceForward,Head Movement
1346.297,1347.838,1.541,TurnR,Head Movement
1347.887,1353.953,6.066,FaceForward,Head Movement
1353.953,1356.478,2.525,TurnL,Head Movement
1354.811,1357.158,2.347,ListenL,AuralOral Communication
1356.492,1357.154,0.662,Nod,Head Movement
1357.157,1358.448,1.291,TurnR,Head Movement
1357.158,1359.705,2.547,ListenR,AuralOral Communication
1358.46,1359.924,1.464,Nod,Head Movement
1359.705,1360.054,0.349,TalkR,AuralOral Communication
1359.924,1361.257,1.333,TurnL,Head Movement
1360.054,1361.098,1.044,ListenL,AuralOral Communication
1361.098,1364.389,3.291,ListenR,AuralOral Communication
1361.266,1363.349,2.083,TurnR,Head Movement
1363.367,1364.907,1.54,Nod,Head Movement
1364.389,1365.401,1.012,TalkU,AuralOral Communication
1364.907,1365.568,0.661,FaceForward,Head Movement
1365.408,1367.853,2.445,ListenL,AuralOral Communication
1365.589,1366.248,0.659,TurnL,Head Movement
1366.305,1366.962,0.657,FaceDown,Head Movement
1366.977,1368.591,1.614,TurnR,Head Movement
1367.853,1370.41,2.557,ListenR,AuralOral Communication
1368.615,1369.732,1.117,Nod,Head Movement
1369.745,1376.849,7.104,FaceForward,Head Movement
1370.761,1381.811,11.05,TalkU,AuralOral Communication
1376.849,1379.596,2.747,Shake,Head Movement
1379.609,1381.422,1.813,FaceForward,Head Movement
1381.422,1381.971,0.549,TurnL,Head Movement
1381.857,1387.0,5.143,ListenR,AuralOral Communication
1382.004,1383.73,1.726,TurnR,Head Movement
1383.769,1385.268,1.499,Nod,Head Movement
1385.268,1397.472,12.204,TurnL,Head Movement
1387.0,1389.1,2.1,ListenL,AuralOral Communication
1389.1,1390.757,1.657,TalkL,AuralOral Communication
1390.757,1392.101,1.344,ListenL,AuralOral Communication
1392.101,1393.305,1.204,TalkL,AuralOral Communication
1393.305,1398.104,4.799,ListenL,AuralOral Communication
1397.489,1399.502,2.013,Nod,Head Movement
1398.104,1399.456,1.352,TalkL,AuralOral Communication
1399.474,1407.621,8.147,ListenL,AuralOral Communication
1399.527,1408.748,9.221,TurnL,Head Movement
1408.737,1483.097,74.36,,Others
1483.097,1490.397,7.3,FaceForward,Head Movement
1486.01,1525.517,39.507,ListenV,AuralOral Communication
1490.397,1491.175,0.778,FaceDown,Head Movement
1491.197,1510.853,19.656,FaceForward,Head Movement
1510.853,1513.267,2.414,FaceDown,Head Movement
1511.69,1514.008,2.318,Note,Others
1513.267,1525.511,12.244,FaceForward,Head Movement
1525.909,1549.223,23.314,ListenV,AuralOral Communication
1525.909,1537.53,11.621,FaceForward,Head Movement
1537.53,1588.29,50.76,FaceDown,Head Movement
1538.508,1584.774,46.266,Note,Others
1549.223,1552.531,3.308,ListenU,AuralOral Communication
1588.29,1594.26,5.97,TurnL,Head Movement
1589.866,1594.76,4.894,TalkL,AuralOral Communication
1594.26,1597.81,3.55,FaceForward,Head Movement
1594.799,1597.792,2.993,ListenU,AuralOral Communication
1597.819,1598.42,0.601,TurnL,Head Movement
1597.919,1598.958,1.039,ListenL,AuralOral Communication
1598.42,1601.37,2.95,FaceDown,Head Movement
1598.958,1619.755,20.797,TalkU,AuralOral Communication
1601.418,1603.41,1.992,TurnL,Head Movement
1603.41,1606.59,3.18,FaceDown,Head Movement
1606.602,1610.87,4.268,TurnL,Head Movement
1610.87,1611.88,1.01,TurnR,Head Movement
1611.916,1616.64,4.724,FaceForward,Head Movement
1616.64,1619.07,2.43,TurnR,Head Movement
1619.07,1620.46,1.39,TurnL,Head Movement
1620.467,1621.07,0.603,FaceDown,Head Movement
1620.944,1622.252,1.308,TalkL,AuralOral Communication
1621.114,1624.07,2.956,TurnL,Head Movement
1624.07,1628.502,4.432,TurnR,Head Movement
1624.112,1633.129,9.017,TalkR,AuralOral Communication
1628.574,1630.278,1.704,FaceForward,Head Movement
1630.312,1632.611,2.299,TurnR,Head Movement
1632.611,1638.784,6.173,TurnL,Head Movement
1633.129,1635.869,2.74,ListenL,AuralOral Communication
1635.869,1642.251,6.382,TalkL,AuralOral Communication
1638.784,1641.27,2.486,Shake,Head Movement
1641.271,1642.043,0.772,TurnL,Head Movement
1642.043,1654.71,12.667,TurnR,Head Movement
1642.251,1643.8,1.549,ListenR,AuralOral Communication
1643.8,1656.995,13.195,TalkR,AuralOral Communication
1654.732,1656.278,1.546,Shake,Head Movement
1657.298,1660.167,2.869,FaceForward,Head Movement
1658.204,1663.041,4.837,TalkR,AuralOral Communication
1660.167,1662.895,2.728,TurnR,Head Movement
1662.916,1664.92,2.004,TurnL,Head Movement
1665.563,1666.562,0.999,FaceForward,Head Movement
1666.562,1670.648,4.086,TurnL,Head Movement
1666.987,1668.585,1.598,ListenL,AuralOral Communication
1668.585,1694.4,25.815,TalkU,AuralOral Communication
1670.648,1674.367,3.719,FaceForward,Head Movement
1674.367,1675.576,1.209,Shake,Head Movement
1675.597,1679.414,3.817,TurnL,Head Movement
1680.038,1681.364,1.326,FaceDown,Head Movement
1681.399,1682.364,0.965,TurnR,Head Movement
1682.364,1693.352,10.988,FaceForward,Head Movement
1693.352,1698.253,4.901,TurnL,Head Movement
1695.26,1707.501,12.241,ListenL,AuralOral Communication
1698.253,1701.914,3.661,Nod,Head Movement
1701.932,1703.722,1.79,TurnL,Head Movement
1703.722,1705.305,1.583,Nod,Head Movement
1705.317,1706.994,1.677,TurnL,Head Movement
1706.995,1710.058,3.063,Nod,Head Movement
1707.501,1716.019,8.518,TalkU,AuralOral Communication
1710.058,1711.167,1.109,FaceDown,Head Movement
1711.172,1712.463,1.291,TurnL,Head Movement
1712.463,1713.698,1.235,TurnR,Head Movement
1713.698,1714.006,0.308,FaceDown,Head Movement
1714.044,1715.648,1.604,TurnR,Head Movement
1715.648,1717.685,2.037,FaceForward,Head Movement
1717.17,1729.591,12.421,TalkU,AuralOral Communication
1717.685,1719.006,1.321,Shake,Head Movement
1719.006,1721.348,2.342,TurnR,Head Movement
1721.364,1723.192,1.828,FaceForward,Head Movement
1723.215,1724.043,0.828,TurnR,Head Movement
1724.043,1727.019,2.976,FaceForward,Head Movement
1727.055,1728.489,1.434,,Others
1728.537,1730.883,2.346,TurnL,Head Movement
1730.458,1731.369,0.911,ListenL,AuralOral Communication
1730.883,1732.587,1.704,TurnR,Head Movement
1731.369,1735.274,3.905,ListenR,AuralOral Communication
1732.587,1732.945,0.358,TurnL,Head Movement
1732.99,1735.327,2.337,TurnR,Head Movement
1735.274,1742.848,7.574,TalkU,AuralOral Communication
1735.327,1736.574,1.247,Nod,Head Movement
1736.574,1738.747,2.173,TurnR,Head Movement
1738.774,1739.898,1.124,FaceForward,Head Movement
1739.929,1741.015,1.086,TurnL,Head Movement
1741.038,1741.858,0.82,TurnR,Head Movement
1741.865,1743.574,1.709,Nod,Head Movement
1743.26,1745.245,1.985,ListenL,AuralOral Communication
1743.574,1745.384,1.81,TurnL,Head Movement
1745.245,1746.73,1.485,ListenR,AuralOral Communication
1745.384,1746.246,0.862,FaceForward,Head Movement
1746.276,1759.842,13.566,TurnL,Head Movement
1746.73,1750.164,3.434,TalkL,AuralOral Communication
1750.164,1751.03,0.866,ListenL,AuralOral Communication
1751.03,1758.027,6.997,TalkL,AuralOral Communication
1758.027,1759.114,1.087,ListenL,AuralOral Communication
1759.114,1763.006,3.892,TalkU,AuralOral Communication
1759.842,1763.003,3.161,FaceForward,Head Movement
1763.006,1764.271,1.265,ListenU,AuralOral Communication
1763.034,1763.876,0.842,TurnL,Head Movement
1763.876,1764.848,0.972,Nod,Head Movement
1764.271,1785.177,20.906,TalkU,AuralOral Communication
1764.87,1767.022,2.152,FaceDown,Head Movement
1767.022,1768.642,1.62,TurnL,Head Movement
1768.66,1769.886,1.226,Shake,Head Movement
1769.888,1770.881,0.993,Shake,Head Movement
1770.881,1772.168,1.287,TurnL,Head Movement
1772.168,1772.804,0.636,TurnR,Head Movement
1772.804,1773.445,0.641,FaceForward,Head Movement
1773.445,1774.539,1.094,TurnR,Head Movement
1774.546,1775.135,0.589,<undefined>,Head Movement
1775.135,1776.207,1.072,TurnR,Head Movement
