StartTime,StopTime,Duration,ActivityLabel,ActivityType
678.723,682.975,4.252,TurnR,Head Movement
683.018,684.538,1.52,FaceForward,Head Movement
684.54,686.506,1.966,Shake,Head Movement
686.548,687.505,0.957,TurnR,Head Movement
687.511,702.969,15.458,FaceForward,Head Movement
702.969,703.237,0.268,TurnL,Head Movement
703.252,707.889,4.6370000000000005,TurnR,Head Movement
707.92,708.458,0.538,TurnL,Head Movement
708.47,709.117,0.647,FaceForward,Head Movement
709.117,710.263,1.146,TurnR,Head Movement
710.263,711.211,0.948,FaceForward,Head Movement
711.22,712.71,1.49,TurnR,Head Movement
712.727,715.087,2.36,Nod,Head Movement
715.095,716.678,1.583,TurnL,Head Movement
716.693,718.552,1.859,TurnR,Head Movement
718.552,719.552,1.0,TurnL,Head Movement
719.565,721.28,1.715,Nod,Head Movement
721.71,723.37,1.66,Nod,Head Movement
723.404,724.383,0.979,Shake,Head Movement
724.431,725.011,0.58,TurnR,Head Movement
725.011,728.514,3.503,Nod,Head Movement
728.526,730.783,2.257,Nod,Head Movement
730.783,733.41,2.627,Shake,Head Movement
733.41,734.352,0.942,TurnL,Head Movement
734.364,735.264,0.9,Shake,Head Movement
735.266,735.936,0.67,FaceForward,Head Movement
735.939,738.973,3.034,TurnL,Head Movement
738.987,740.859,1.872,Nod,Head Movement
741.361,742.685,1.324,Nod,Head Movement
748.944,751.357,2.413,Nod,Head Movement
752.86,754.913,2.053,TurnL,Head Movement
759.174,761.189,2.015,TurnR,Head Movement
761.189,762.119,0.93,TurnL,Head Movement
762.119,766.5,4.381,TurnR,Head Movement
766.505,767.676,1.171,FaceForward,Head Movement
767.676,769.942,2.266,TurnR,Head Movement
769.996,771.026,1.03,Nod,Head Movement
771.076,772.855,1.779,FaceForward,Head Movement
772.868,775.087,2.219,Nod,Head Movement
775.098,777.808,2.71,FaceDown,Head Movement
777.808,778.926,1.118,TurnR,Head Movement
778.929,780.157,1.228,FaceDown,Head Movement
780.157,782.494,2.337,TurnR,Head Movement
782.497,790.147,7.65,TurnL,Head Movement
790.164,790.817,0.653,TurnR,Head Movement
790.821,792.921,2.1,FaceForward,Head Movement
792.921,793.319,0.398,TurnR,Head Movement
794.387,796.709,2.322,FaceDown,Head Movement
796.709,797.406,0.697,FaceForward,Head Movement
797.406,797.966,0.56,TurnR,Head Movement
798.003,798.761,0.758,Shake,Head Movement
798.761,804.523,5.7620000000000005,FaceForward,Head Movement
804.523,805.643,1.12,Shake,Head Movement
807.825,818.344,10.519,FaceForward,Head Movement
818.351,820.193,1.842,Nod,Head Movement
820.219,822.008,1.789,FaceForward,Head Movement
822.019,823.336,1.317,Nod,Head Movement
823.34,823.9,0.56,TurnL,Head Movement
915.632,1065.641,150.009,FaceForward,Head Movement
1065.641,1066.207,0.566,TurnR,Head Movement
1066.207,1066.837,0.63,TurnL,Head Movement
1071.175,1110.251,39.076,FaceDown,Head Movement
1110.251,1116.14,5.889,FaceForward,Head Movement
1116.14,1116.763,0.623,TurnL,Head Movement
1116.763,1118.054,1.291,FaceForward,Head Movement
1118.054,1122.673,4.619,TurnL,Head Movement
1122.714,1124.194,1.48,Shake,Head Movement
1124.194,1125.289,1.095,TurnL,Head Movement
1125.313,1126.523,1.21,Shake,Head Movement
1128.2,1129.307,1.107,FaceForward,Head Movement
1129.319,1130.166,0.847,Shake,Head Movement
1131.349,1132.436,1.087,TurnR,Head Movement
1132.446,1133.506,1.06,FaceForward,Head Movement
1133.506,1133.811,0.305,FaceDown,Head Movement
1133.811,1135.284,1.473,TurnR,Head Movement
1135.297,1135.975,0.678,TurnL,Head Movement
1135.975,1136.735,0.76,FaceDown,Head Movement
1136.735,1138.123,1.388,FaceForward,Head Movement
1138.148,1139.436,1.288,TurnL,Head Movement
1139.46,1140.355,0.895,FaceForward,Head Movement
1140.433,1142.815,2.382,TurnL,Head Movement
1142.815,1144.3,1.485,FaceForward,Head Movement
1144.31,1147.257,2.947,TurnL,Head Movement
1147.303,1147.532,0.229,FaceForward,Head Movement
1147.532,1157.326,9.794,TurnL,Head Movement
1157.367,1158.367,1.0,FaceDown,Head Movement
1158.367,1162.589,4.222,TurnL,Head Movement
1162.619,1163.2,0.581,FaceForward,Head Movement
1163.2,1164.978,1.778,TurnL,Head Movement
1165.011,1166.966,1.955,FaceDown,Head Movement
1166.966,1167.456,0.49,TurnR,Head Movement
1167.467,1170.81,3.343,FaceForward,Head Movement
1170.825,1176.978,6.153,TurnL,Head Movement
1177.985,1181.996,4.011,FaceForward,Head Movement
1181.996,1183.349,1.353,Nod,Head Movement
1183.349,1183.947,0.598,TurnL,Head Movement
1184.089,1184.728,0.639,FaceForward,Head Movement
1184.736,1185.552,0.816,TurnL,Head Movement
1185.552,1186.301,0.749,FaceForward,Head Movement
1186.309,1188.642,2.333,TurnL,Head Movement
1188.668,1190.263,1.595,FaceForward,Head Movement
1190.271,1192.184,1.913,TurnL,Head Movement
1192.184,1192.987,0.803,FaceDown,Head Movement
1192.987,1195.284,2.297,TurnL,Head Movement
1195.41,1197.924,2.514,FaceDown,Head Movement
1197.924,1198.889,0.965,TurnL,Head Movement
1198.907,1200.715,1.808,Nod,Head Movement
1204.999,1208.368,3.369,FaceForward,Head Movement
1208.368,1209.678,1.31,TurnL,Head Movement
1209.681,1211.142,1.461,FaceDown,Head Movement
1211.142,1212.357,1.215,TurnL,Head Movement
1212.357,1214.002,1.645,Shake,Head Movement
1214.002,1214.823,0.821,TurnR,Head Movement
1214.832,1216.189,1.357,TurnL,Head Movement
1216.239,1217.757,1.518,FaceForward,Head Movement
1217.757,1218.338,0.581,TurnL,Head Movement
1218.367,1219.342,0.975,Shake,Head Movement
1219.342,1219.627,0.285,FaceForward,Head Movement
1219.627,1221.305,1.678,TurnL,Head Movement
1221.401,1222.188,0.787,FaceForward,Head Movement
1222.2,1229.105,6.905,TurnL,Head Movement
1229.105,1230.184,1.079,Nod,Head Movement
1230.192,1231.419,1.227,FaceDown,Head Movement
1231.429,1233.863,2.434,FaceForward,Head Movement
1233.863,1236.152,2.289,TurnL,Head Movement
1236.168,1238.805,2.637,FaceForward,Head Movement
1238.821,1243.673,4.852,TurnL,Head Movement
1243.673,1244.721,1.048,FaceForward,Head Movement
1244.723,1245.852,1.129,FaceForward,Head Movement
1245.852,1246.393,0.541,TurnL,Head Movement
1246.413,1246.707,0.294,TurnR,Head Movement
1246.707,1247.648,0.941,FaceForward,Head Movement
1247.648,1248.501,0.853,Shake,Head Movement
1248.518,1250.115,1.597,TurnL,Head Movement
1250.12,1250.632,0.512,TurnR,Head Movement
1250.635,1253.598,2.963,FaceForward,Head Movement
1253.602,1254.706,1.104,Shake,Head Movement
1254.724,1258.669,3.945,FaceForward,Head Movement
1258.669,1262.807,4.138,FaceDown,Head Movement
1262.807,1265.684,2.877,TurnR,Head Movement
1265.697,1266.004,0.307,TurnL,Head Movement
1266.028,1267.246,1.218,FaceDown,Head Movement
1267.258,1267.787,0.529,FaceForward,Head Movement
1267.787,1268.343,0.556,FaceDown,Head Movement
1268.343,1269.568,1.225,TurnL,Head Movement
1269.568,1270.602,1.034,Shake,Head Movement
1270.618,1273.346,2.728,TurnL,Head Movement
1273.346,1275.273,1.927,TurnR,Head Movement
1275.273,1279.347,4.074,TurnL,Head Movement
1279.359,1279.757,0.398,FaceDown,Head Movement
1279.757,1280.131,0.374,TurnR,Head Movement
1280.131,1280.994,0.863,FaceDown,Head Movement
1281.011,1282.0,0.989,TurnR,Head Movement
1282.007,1285.768,3.761,TurnL,Head Movement
1285.769,1288.004,2.235,Nod,Head Movement
1288.025,1289.209,1.184,TurnL,Head Movement
1289.225,1289.824,0.599,FaceForward,Head Movement
1289.824,1291.625,1.8010000000000002,TurnL,Head Movement
1291.764,1292.271,0.507,FaceDown,Head Movement
1292.271,1293.75,1.479,TurnL,Head Movement
1293.761,1295.544,1.783,Nod,Head Movement
1295.572,1298.389,2.817,FaceForward,Head Movement
1298.389,1303.073,4.684,TurnL,Head Movement
1303.079,1304.401,1.322,TurnR,Head Movement
1304.419,1304.874,0.455,FaceForward,Head Movement
1304.874,1307.713,2.839,TurnL,Head Movement
1307.748,1308.071,0.323,FaceDown,Head Movement
1308.071,1308.452,0.381,TurnL,Head Movement
1308.467,1310.2,1.733,FaceForward,Head Movement
1310.2,1310.732,0.532,TurnR,Head Movement
1310.769,1311.389,0.62,FaceForward,Head Movement
1311.389,1312.963,1.5739999999999998,TurnL,Head Movement
1312.978,1314.727,1.749,TurnR,Head Movement
1314.736,1315.347,0.611,FaceForward,Head Movement
1315.347,1317.691,2.344,TurnL,Head Movement
1317.74,1318.76,1.02,FaceForward,Head Movement
1318.76,1321.096,2.336,FaceDown,Head Movement
1321.271,1328.889,7.618,TurnL,Head Movement
1328.911,1329.263,0.352,TurnR,Head Movement
1329.263,1330.892,1.629,Nod,Head Movement
1330.903,1333.727,2.824,TurnL,Head Movement
1333.732,1334.669,0.937,FaceDown,Head Movement
1334.681,1336.786,2.105,TurnR,Head Movement
1336.941,1337.912,0.971,FaceForward,Head Movement
1337.934,1338.661,0.727,TurnL,Head Movement
1338.713,1341.422,2.709,FaceDown,Head Movement
1341.424,1346.297,4.873,FaceForward,Head Movement
1346.297,1347.838,1.541,TurnR,Head Movement
1347.887,1353.953,6.066,FaceForward,Head Movement
1353.953,1356.478,2.525,TurnL,Head Movement
1356.492,1357.154,0.662,Nod,Head Movement
1357.157,1358.448,1.291,TurnR,Head Movement
1358.46,1359.924,1.464,Nod,Head Movement
1359.924,1361.257,1.333,TurnL,Head Movement
1361.266,1363.349,2.083,TurnR,Head Movement
1363.367,1364.907,1.54,Nod,Head Movement
1364.907,1365.568,0.661,FaceForward,Head Movement
1365.589,1366.248,0.659,TurnL,Head Movement
1366.305,1366.962,0.657,FaceDown,Head Movement
1366.977,1368.591,1.614,TurnR,Head Movement
1368.615,1369.732,1.117,Nod,Head Movement
1369.745,1376.849,7.104,FaceForward,Head Movement
1376.849,1379.596,2.747,Shake,Head Movement
1379.609,1381.422,1.813,FaceForward,Head Movement
1381.422,1381.971,0.549,TurnL,Head Movement
1382.004,1383.73,1.726,TurnR,Head Movement
1383.769,1385.268,1.499,Nod,Head Movement
1385.268,1397.472,12.204,TurnL,Head Movement
1397.489,1399.502,2.013,Nod,Head Movement
1399.527,1408.748,9.221,TurnL,Head Movement
1483.097,1490.397,7.3,FaceForward,Head Movement
1490.397,1491.175,0.778,FaceDown,Head Movement
1491.197,1510.853,19.656,FaceForward,Head Movement
1510.853,1513.267,2.414,FaceDown,Head Movement
1513.267,1525.511,12.244,FaceForward,Head Movement
1525.909,1537.53,11.621,FaceForward,Head Movement
1537.53,1588.29,50.76,FaceDown,Head Movement
1588.29,1594.26,5.97,TurnL,Head Movement
1594.26,1597.81,3.55,FaceForward,Head Movement
1597.819,1598.42,0.601,TurnL,Head Movement
1598.42,1601.37,2.95,FaceDown,Head Movement
1601.418,1603.41,1.992,TurnL,Head Movement
1603.41,1606.59,3.18,FaceDown,Head Movement
1606.602,1610.87,4.268,TurnL,Head Movement
1610.87,1611.88,1.01,TurnR,Head Movement
1611.916,1616.64,4.724,FaceForward,Head Movement
1616.64,1619.07,2.43,TurnR,Head Movement
1619.07,1620.46,1.39,TurnL,Head Movement
1620.467,1621.07,0.603,FaceDown,Head Movement
1621.114,1624.07,2.956,TurnL,Head Movement
1624.07,1628.502,4.432,TurnR,Head Movement
1628.574,1630.278,1.704,FaceForward,Head Movement
1630.312,1632.611,2.299,TurnR,Head Movement
1632.611,1638.784,6.173,TurnL,Head Movement
1638.784,1641.27,2.486,Shake,Head Movement
1641.271,1642.043,0.772,TurnL,Head Movement
1642.043,1654.71,12.667,TurnR,Head Movement
1654.732,1656.278,1.546,Shake,Head Movement
1657.298,1660.167,2.869,FaceForward,Head Movement
1660.167,1662.895,2.728,TurnR,Head Movement
1662.916,1664.92,2.004,TurnL,Head Movement
1665.563,1666.562,0.999,FaceForward,Head Movement
1666.562,1670.648,4.086,TurnL,Head Movement
1670.648,1674.367,3.719,FaceForward,Head Movement
1674.367,1675.576,1.209,Shake,Head Movement
1675.597,1679.414,3.817,TurnL,Head Movement
1680.038,1681.364,1.326,FaceDown,Head Movement
1681.399,1682.364,0.965,TurnR,Head Movement
1682.364,1693.352,10.988,FaceForward,Head Movement
1693.352,1698.253,4.901,TurnL,Head Movement
1698.253,1701.914,3.661,Nod,Head Movement
1701.932,1703.722,1.79,TurnL,Head Movement
1703.722,1705.305,1.583,Nod,Head Movement
1705.317,1706.994,1.677,TurnL,Head Movement
1706.995,1710.058,3.063,Nod,Head Movement
1710.058,1711.167,1.109,FaceDown,Head Movement
1711.172,1712.463,1.291,TurnL,Head Movement
1712.463,1713.698,1.235,TurnR,Head Movement
1713.698,1714.006,0.308,FaceDown,Head Movement
1714.044,1715.648,1.604,TurnR,Head Movement
1715.648,1717.685,2.037,FaceForward,Head Movement
1717.685,1719.006,1.321,Shake,Head Movement
1719.006,1721.348,2.342,TurnR,Head Movement
1721.364,1723.192,1.828,FaceForward,Head Movement
1723.215,1724.043,0.828,TurnR,Head Movement
1724.043,1727.019,2.976,FaceForward,Head Movement
1728.537,1730.883,2.346,TurnL,Head Movement
1730.883,1732.587,1.704,TurnR,Head Movement
1732.587,1732.945,0.358,TurnL,Head Movement
1732.99,1735.327,2.337,TurnR,Head Movement
1735.327,1736.574,1.247,Nod,Head Movement
1736.574,1738.747,2.173,TurnR,Head Movement
1738.774,1739.898,1.124,FaceForward,Head Movement
1739.929,1741.015,1.086,TurnL,Head Movement
1741.038,1741.858,0.82,TurnR,Head Movement
1741.865,1743.574,1.709,Nod,Head Movement
1743.574,1745.384,1.81,TurnL,Head Movement
1745.384,1746.246,0.862,FaceForward,Head Movement
1746.276,1759.842,13.566,TurnL,Head Movement
1759.842,1763.003,3.161,FaceForward,Head Movement
1763.034,1763.876,0.842,TurnL,Head Movement
1763.876,1764.848,0.972,Nod,Head Movement
1764.87,1767.022,2.152,FaceDown,Head Movement
1767.022,1768.642,1.62,TurnL,Head Movement
1768.66,1769.886,1.226,Shake,Head Movement
1769.888,1770.881,0.993,Shake,Head Movement
1770.881,1772.168,1.287,TurnL,Head Movement
1772.168,1772.804,0.636,TurnR,Head Movement
1772.804,1773.445,0.641,FaceForward,Head Movement
1773.445,1774.539,1.094,TurnR,Head Movement
1774.546,1775.135,0.589,<undefined>,Head Movement
1775.135,1776.207,1.072,TurnR,Head Movement
1776.244,1778.434,2.19,TurnL,Head Movement
1778.434,1779.789,1.355,FaceDown,Head Movement
1779.789,1781.399,1.61,FaceForward,Head Movement
1781.399,1791.723,10.324,TurnL,Head Movement
1791.765,1793.324,1.5590000000000002,Nod,Head Movement
1793.324,1794.628,1.304,FaceDown,Head Movement
1794.677,1796.864,2.187,TurnL,Head Movement
1796.864,1797.892,1.028,TurnR,Head Movement
1797.892,1799.909,2.017,Nod,Head Movement
1799.912,1801.211,1.299,FaceForward,Head Movement
1801.2179999999998,1808.124,6.906,TurnR,Head Movement
1808.124,1808.809,0.685,TurnL,Head Movement
1808.809,1810.876,2.067,TurnR,Head Movement
1810.923,1813.08,2.157,Nod,Head Movement
1813.08,1832.748,19.668,TurnL,Head Movement
1832.769,1835.069,2.3,Nod,Head Movement
1835.069,1836.34,1.271,FaceDown,Head Movement
1836.368,1839.262,2.894,TurnL,Head Movement
1839.262,1841.144,1.882,Nod,Head Movement
1841.144,1842.163,1.019,TurnL,Head Movement
1842.163,1843.583,1.42,Nod,Head Movement
1843.583,1847.483,3.9,FaceForward,Head Movement
1847.485,1850.577,3.092,TurnL,Head Movement
1850.577,1851.5,0.923,FaceForward,Head Movement
1851.5,1857.251,5.751,TurnL,Head Movement
1857.256,1858.456,1.2,Nod,Head Movement
1858.458,1861.715,3.257,FaceForward,Head Movement
1861.721,1865.34,3.619,TurnL,Head Movement
1865.34,1866.815,1.475,FaceForward,Head Movement
1866.861,1867.853,0.992,FaceDown,Head Movement
1867.853,1869.24,1.387,TurnR,Head Movement
1869.261,1870.262,1.001,FaceDown,Head Movement
1870.268,1871.461,1.193,TurnR,Head Movement
1871.471,1873.76,2.289,FaceForward,Head Movement
1873.76,1874.831,1.071,Shake,Head Movement
1874.831,1878.743,3.912,FaceForward,Head Movement
1878.743,1880.08,1.337,TurnR,Head Movement
1880.08,1882.036,1.956,FaceForward,Head Movement
1882.036,1889.464,7.428,TurnL,Head Movement
1889.464,1890.92,1.456,Nod,Head Movement
1890.942,1898.262,7.32,TurnL,Head Movement
1958.558,1959.373,0.815,FaceDown,Head Movement
1959.388,1960.135,0.747,FaceForward,Head Movement
1960.135,1962.19,2.055,FaceDown,Head Movement
1962.19,1964.417,2.227,FaceForward,Head Movement
1964.631,1994.583,29.952,FaceDown,Head Movement
1995.052,2079.733,84.681,ListenV,Head Movement
2079.738,2114.34,34.602,FaceDown,Head Movement
2114.541,2120.323,5.782,FaceForward,Head Movement
2120.54,2124.423,3.883,FaceDown,Head Movement
2124.555,2125.632,1.077,FaceForward,Head Movement
2125.647,2127.003,1.356,FaceDown,Head Movement
2127.01,2127.765,0.755,TurnL,Head Movement
2127.77,2130.505,2.735,FaceForward,Head Movement
2130.505,2148.566,18.061,TurnL,Head Movement
2148.566,2149.284,0.718,TurnR,Head Movement
2149.284,2150.063,0.779,FaceForward,Head Movement
2150.068,2152.456,2.388,Nod,Head Movement
2152.456,2157.074,4.618,TurnL,Head Movement
2157.074,2158.428,1.354,TurnR,Head Movement
2158.428,2161.798,3.37,Nod,Head Movement
2161.798,2165.324,3.526,Nod,Head Movement
2165.324,2171.196,5.872,TurnL,Head Movement
2171.196,2174.168,2.972,TurnR,Head Movement
2174.168,2180.621,6.453,TurnL,Head Movement
2180.621,2181.826,1.205,TurnR,Head Movement
2181.83,2184.116,2.286,Nod,Head Movement
2184.116,2187.655,3.539,FaceForward,Head Movement
2187.655,2189.439,1.784,Shake,Head Movement
2189.439,2190.367,0.928,FaceDown,Head Movement
2191.179,2191.975,0.796,TurnL,Head Movement
2191.986,2192.558,0.572,FaceForward,Head Movement
2192.558,2193.006,0.448,TurnL,Head Movement
2193.006,2194.858,1.852,FaceForward,Head Movement
2194.858,2195.878,1.02,Shake,Head Movement
2195.878,2200.282,4.404,TurnR,Head Movement
2200.282,2201.7,1.418,Nod,Head Movement
2201.726,2202.561,0.835,TurnL,Head Movement
2202.561,2210.024,7.463,TurnR,Head Movement
2210.024,2210.973,0.949,TurnL,Head Movement
2210.973,2213.541,2.568,Nod,Head Movement
2213.541,2215.311,1.77,FaceForward,Head Movement
2215.311,2216.23,0.919,FaceForward,Head Movement
2216.23,2217.804,1.5739999999999998,TurnL,Head Movement
2217.804,2218.782,0.978,TurnR,Head Movement
2218.792,2221.539,2.747,TurnL,Head Movement
2221.543,2226.929,5.386,TurnR,Head Movement
2226.929,2228.098,1.169,FaceDown,Head Movement
2228.098,2232.017,3.919,TurnR,Head Movement
2232.017,2233.017,1.0,FaceDown,Head Movement
2233.017,2233.62,0.603,TurnR,Head Movement
2233.639,2235.127,1.488,TurnL,Head Movement
2235.127,2247.921,12.794,TurnR,Head Movement
2247.921,2253.723,5.802,TurnL,Head Movement
2253.723,2254.995,1.272,FaceDown,Head Movement
2255.036,2268.002,12.966,TurnL,Head Movement
2268.002,2269.5460000000003,1.544,FaceForward,Head Movement
2269.5460000000003,2270.0460000000003,0.5,TurnL,Head Movement
2270.0460000000003,2273.965,3.919,TurnR,Head Movement
2273.988,2277.237,3.249,Nod,Head Movement
2277.24,2278.48,1.24,TurnL,Head Movement
2278.48,2280.164,1.6840000000000002,Nod,Head Movement
2280.18,2281.561,1.381,FaceForward,Head Movement
2281.561,2287.561,6.0,TurnL,Head Movement
2287.561,2290.794,3.233,Nod,Head Movement
2290.829,2295.973,5.144,FaceForward,Head Movement
2295.973,2300.061,4.088,TurnR,Head Movement
2300.077,2304.765,4.688,TurnL,Head Movement
2304.765,2307.813,3.048,Nod,Head Movement
2307.831,2310.32,2.489,Shake,Head Movement
2310.32,2311.524,1.204,FaceForward,Head Movement
2311.556,2313.436,1.88,TurnL,Head Movement
2313.436,2315.76,2.324,TurnR,Head Movement
2315.769,2317.374,1.605,Nod,Head Movement
2317.399,2322.237,4.838,TurnR,Head Movement
2322.237,2326.717,4.48,Nod,Head Movement
2326.75,2328.399,1.649,TurnL,Head Movement
2328.404,2329.429,1.025,TurnR,Head Movement
2329.457,2338.98,9.523,TurnL,Head Movement
2338.98,2339.808,0.828,TurnR,Head Movement
2339.808,2349.186,9.378,TurnL,Head Movement
2349.186,2350.414,1.228,Nod,Head Movement
2350.414,2352.017,1.603,TurnL,Head Movement
2352.024,2354.26,2.236,TurnR,Head Movement
2354.267,2355.105,0.838,TurnL,Head Movement
2355.105,2362.385,7.28,TurnR,Head Movement
2362.385,2368.127,5.742,TurnL,Head Movement
2368.127,2372.176,4.049,Nod,Head Movement
2372.177,2377.002,4.825,TurnR,Head Movement
2377.002,2379.583,2.581,TurnL,Head Movement
2379.583,2381.848,2.265,TurnR,Head Movement
2381.848,2386.337,4.489,Nod,Head Movement
2386.337,2390.252,3.915,FaceForward,Head Movement
2390.252,2391.429,1.177,TurnR,Head Movement
2391.429,2399.157,7.728,TurnL,Head Movement
2399.157,2402.414,3.257,TurnR,Head Movement
2402.414,2403.583,1.169,TurnL,Head Movement
2403.583,2404.508,0.925,TurnR,Head Movement
2404.508,2406.414,1.906,FaceForward,Head Movement
2406.414,2407.774,1.36,TurnR,Head Movement
2407.808,2409.811,2.003,TurnL,Head Movement
2409.811,2411.532,1.721,FaceDown,Head Movement
2411.532,2421.487,9.955,TurnL,Head Movement
2421.487,2422.319,0.832,FaceDown,Head Movement
2422.319,2423.458,1.139,TurnL,Head Movement
2423.458,2424.76,1.302,Nod,Head Movement
2424.763,2427.563,2.8,TurnL,Head Movement
2427.563,2429.967,2.404,Nod,Head Movement
2483.275,2557.429,74.154,FaceForward,Head Movement
2557.429,2614.473,57.044,FaceDown,Head Movement
2614.473,2616.193,1.72,TurnL,Head Movement
2616.193,2616.9210000000003,0.728,FaceDown,Head Movement
2616.9210000000003,2618.039,1.118,TurnL,Head Movement
2618.052,2620.862,2.81,FaceForward,Head Movement
2620.862,2622.576,1.714,FaceDown,Head Movement
2622.576,2623.782,1.206,FaceForward,Head Movement
2623.812,2625.774,1.962,Shake,Head Movement
2625.783,2631.443,5.66,FaceForward,Head Movement
2631.465,2634.458,2.993,TurnL,Head Movement
2634.458,2635.282,0.824,FaceDown,Head Movement
2635.288,2638.362,3.074,TurnL,Head Movement
2638.398,2640.48,2.082,FaceForward,Head Movement
2640.48,2642.502,2.022,TurnL,Head Movement
2642.502,2643.105,0.603,TurnR,Head Movement
2643.108,2650.186,7.078,FaceForward,Head Movement
2650.186,2654.201,4.015,TurnL,Head Movement
2654.204,2655.574,1.37,Nod,Head Movement
